track_id,avg_timbre1,avg_timbre2,avg_timbre3,avg_timbre4,avg_timbre5,avg_timbre6,avg_timbre7,avg_timbre8,avg_timbre9,avg_timbre10,avg_timbre11,avg_timbre12,var_timbre1,var_timbre2,var_timbre3,var_timbre4,var_timbre5,var_timbre6,var_timbre7,var_timbre8,var_timbre9,var_timbre10,var_timbre11,var_timbre12,genre
TRSQAAB128F42734C7,47.40714647,15.9230958904,12.6101127503,1.6224741834,-5.561212855599999,-5.0865310854,-8.8584984194,5.431130663899999,5.592995785,-1.6507239199000001,1.8664762908,-7.3155700738,25.6638725528,1084.34661956,1034.02501398,972.8832781269999,1006.15564874,574.424166883,458.866539285,454.71112176199995,237.584357762,255.63185213,201.416506513,333.249131025,pop
TRPKRJU128E07935F6,41.3547808442,-13.7399399351,-0.3701152597,-2.0168733766,-7.703125,-4.1895909091000005,0.4986006494,8.099566558400001,3.4900762987,-4.374353896100001,2.9653279220999997,2.8622191557999996,42.9209145023,1291.56857398,1650.65026068,1422.92293772,397.55138146699994,738.7910997060001,320.310648766,406.832460622,161.320991135,247.33108305,261.226099035,125.90656397299999,classic pop and rock
TRPIFSL128F932AC62,38.7559299078,-54.6646943347,38.430802635,6.307513834,-12.2886679842,-4.1446859025,-4.0122592885,4.64723083,-1.2119849802,-0.3895491436,2.0258935441,12.3798914361,181.11705569,3511.26336812,5227.03624469,2131.60260284,1287.22904557,1249.52185461,727.7521472469999,509.980189727,570.125181386,232.611209181,367.77655634900003,181.597681154,jazz and blues
TRKGNFU128F92FA5BA,36.1111930541,-26.8299121553,20.0965301328,-16.590784474,37.070800817199995,-6.300194075599999,-14.258833503599998,0.2927436159,2.7923166495999996,-4.7330030644,-4.1300367722,5.9994402452,65.741483404,5141.2856297,3541.08656339,2476.57522756,983.533186623,841.5342523869999,762.453010206,778.8663792589999,543.555425726,538.960364828,451.430027984,356.16866979300005,folk
TRIIMYB128F9316E80,49.291785,35.2598383333,17.3393691667,-6.5382416667,-9.1172275,-13.7860966667,8.7356216667,5.4353125,0.4421758333,4.7509183333,-6.985976666699999,-2.6774875,27.7231996171,1693.36756521,1406.71612832,851.334167278,680.076897716,623.372459779,579.522913965,441.982528413,297.94194955,273.63755321,222.74807458400002,386.906489408,classic pop and rock
TRODAOZ128F92F20E8,52.272125,27.5057482639,26.9359618056,-8.4919756944,-5.427050347200001,-13.53953125,-6.8954201389,0.2207430556,-11.026078125,-5.506319444400001,-0.18592534719999998,-3.7570520832999996,15.7267670226,1388.7908739,842.748629297,668.3950681,672.317414503,573.820922159,380.009541136,400.387449198,401.13872286,278.656015908,203.80726204099997,384.569042185,classic pop and rock
TRGEDTM128F9340D0B,31.9346719046,4.4464630182,-0.1316914115,-2.5158474668,-8.560981847699999,-8.932101598500001,-2.8685621783,9.5014510973,7.245426171799999,9.8246827418,-3.6785627201,1.4437247358,43.0769476385,2014.84152559,4349.06861936,1775.0312789999998,613.252227389,1048.00544594,517.9154587730001,416.222274631,201.33958182400002,237.747915559,301.193625497,240.370387588,jazz and blues
TRMCYWU12903CD98FC,43.6857097561,-43.74475,3.0442804878,-14.8827134146,-11.033398780499999,-14.999147561,-8.4168670732,-7.4169060976,0.9988987804999999,-5.3177939024,5.0042634146,9.2091682927,21.6328146353,1584.24065618,1344.46323047,666.097663422,597.941239659,456.58095387199995,417.62707891800005,216.770037927,263.349103686,225.92056951,139.612613062,240.72902172,folk
TRQQMUH128F42884B5,43.2139126328,12.1942809917,40.2810755608,23.4892975207,-40.6049681228,29.8503341204,17.9310413223,-8.2081086187,15.98335183,-17.8693506494,-5.7132136953999995,0.2083683589,47.2377649699,4462.17160742,3380.97132893,3071.33578942,1240.48922545,1711.19875966,808.836003237,891.064685214,580.257653255,729.469443165,440.06526872300003,350.05122390400004,soul and reggae
TRFZTBR128F429FCF0,49.6988963731,48.6902772021,82.1565880829,9.9862746114,-38.277507772,-10.7094481865,-11.194217616600001,-0.7943523316,28.3285466321,12.4175647668,0.3952772021,13.074582901600001,32.832025517800005,793.5344034130001,1383.9660613,1283.1519879,457.99414682,306.610139848,359.414862015,223.919708638,385.027288217,165.028094831,121.177372387,242.851033761,pop
TRCFQRO128F92D8278,48.8334191736,11.9798809917,13.4507993388,-7.9541652893,-35.0504985124,-27.082503140500002,-7.5794185124,-7.039106776900001,23.3165570248,8.9668575207,1.8871533884,1.2631236364,21.549390375,2520.29074534,1017.65356967,426.71416504900003,602.877999675,348.82972003099997,287.77151712200003,238.938497839,290.86226455,188.12089338400003,111.60659747700001,172.420727167,metal
TRHQBZP128F4287980,49.414786691,19.5309261623,-8.3252926162,-9.8333400182,-20.081284412000002,-16.5849188696,-12.403711941700001,-3.7741868732999997,11.2505679125,5.4310492252,0.6644758432,1.6853263446000002,19.787556857000002,1773.40054672,899.951113788,1092.45312543,1238.45700911,630.728233506,393.88510710400004,287.343287654,314.426366072,205.922376056,198.476937593,270.78771689999996,metal
TRHTVBC12903CEA6F2,30.2482460658,-86.4573762518,-11.2801573677,-16.2713290415,4.7072460658,-17.5207224607,-20.9965751073,-6.535801144500001,-1.3749012876,-2.3045507868,2.9675207438999998,15.1454992847,28.6098906576,3749.80575166,1917.9942164000001,1619.54168207,1706.01766322,713.7490321460001,858.3859557239999,629.158542254,585.109502541,396.48084740300004,263.766012115,565.401457037,dance and electronica
TRDIZGN128F4257CDA,39.2771580403,-36.5400450415,38.593662584,-9.0127811142,-27.0177427894,-21.664967996799998,-24.054772422,-13.1495270644,24.7158569735,1.749486369,5.764252469400001,12.275293955,48.523039173,3723.18712812,956.1923796760001,437.558892865,580.20542031,164.304920295,413.38000849599996,168.19706981,229.50726738,103.30951538299999,72.1946603665,153.88496983,classical
TRHAOGA128F92F9D34,20.1822222222,-159.776282828,-49.3862373737,-10.4384545455,78.8263838384,-15.404909090899999,-2.0578434343,40.0136818182,-30.4282727273,18.0266212121,-0.6410656565999999,-10.2802121212,26.9829995365,2665.00929854,2946.84691085,2016.15782614,831.961555156,1182.69833962,525.54273296,739.93116353,361.452628269,557.415121094,262.289756102,366.79066175300005,jazz and blues
TRDWVJC12903CF6946,38.7430144435,-62.8251920136,15.5504944775,5.6358853016,-0.1948827528,-8.1009906542,-14.362563296500001,-0.1002438403,5.3476032286,1.1676508071,7.766293118099999,0.6087697536,14.9502068961,1252.27939156,1135.5875238,811.449554402,577.835826686,747.798033867,360.37889774800004,236.640745568,264.722807128,176.407076516,213.729719952,190.598035907,folk
TRKOMPN128F9313B20,42.6444951076,-25.8765632094,-3.3246066536,-5.0453847358,3.6113827789,-20.1406774951,4.6982665362,3.1863968688999997,3.6687452055,2.7497307241000004,0.146546771,4.2102414873,35.9442987502,2785.84985035,3061.04175609,1030.84000633,710.102286827,606.622318799,761.688206216,366.64184705,336.640619017,310.533894045,184.037479951,296.150076411,jazz and blues
TRRLHOK128EF34F1EE,42.8326702254,34.6417295374,-5.4101613286,7.9024234875,-40.5120948992,3.3887105575,-15.517405694,-13.483893238399999,-6.5931767497000004,4.5731067616,1.9927508897,-4.0502728350999995,32.866923765500005,2995.50365041,2445.44185213,2066.51695064,1193.86943205,1065.37222575,983.6034871139999,845.5412411939999,444.51254550699997,436.248519661,472.09847593800004,443.293694329,classic pop and rock
TRKIMHQ128F933954C,34.4324193939,-66.5557042424,-40.6749321212,-12.2446230303,10.0222,-19.9885624242,-2.8004593938999998,0.8628254545,10.2679066667,1.2801563636,-0.21404363640000001,0.2343672727,77.6763385829,4272.559981099999,4050.5432295999994,2505.06553495,1216.91468969,888.803326927,419.79838168099997,917.9974288469999,435.674787389,340.304964833,297.22493164900004,345.388437277,folk
TRUDDCE128F930CC9B,43.7242071678,11.7621835664,52.5054423077,8.900534965,6.733513111900001,-11.6692788462,2.4745743007,-7.565319055900001,14.546409965,2.7277910838999997,-0.5847482517,0.1816162587,21.9631204265,1956.56917693,1023.57854641,594.1824554780001,489.62701723099997,365.45489225,964.1090020519999,269.132657175,500.606819467,213.517469372,144.51317373700002,746.595903871,folk
TRBFOYI128F428572C,46.2109722479,35.3207742831,-4.8633792785,9.1152053654,4.4336512488,13.3952969473,-6.1314218316,-1.855466235,-7.1003644773,-3.7864856614,-2.8866475486,2.9884523589,39.3726071112,3799.64804727,2806.69296376,2929.28797142,1317.16981096,2035.99074238,751.4009594339999,979.429341842,580.390538922,596.143871175,558.837513823,394.766082459,soul and reggae
TRQXBKD128F4222E10,45.4256803738,24.3812504673,22.3503308411,-3.1732841122,0.6738971963,-8.5860560748,9.0218635514,-3.9950317757,-2.1418317757,0.6444523364,-7.0987009346,-12.210069158900001,46.806705253000004,1533.18987943,891.9067395039999,1245.68948329,480.669251038,535.921384606,699.787991755,316.489712655,172.15902109299998,186.74366729099998,196.889469918,178.48609459099998,classic pop and rock
TRZEYQV128F92C3EB0,45.0358181818,15.8718484848,46.1238068182,3.4840265152,12.4473181818,2.6678768939,-1.4468617424,-2.3548295455,-3.1252670455000002,-2.8152670455,-2.6743522727,12.1368106061,27.349900811599998,1608.46250566,1697.41089498,1283.1065579,700.83841677,676.218193828,399.292865869,500.24234002,331.33435812,354.586974131,263.604671236,227.45890274099997,classic pop and rock
TRJLSLF12903CEF5EC,19.8883842593,-4.813224537,-42.1915694444,-39.2293611111,14.1370648148,-11.3121273148,-37.1028032407,4.155840277799999,-27.0829953704,-2.5875925926,-2.6342546296,8.431773148200001,81.08795621350001,7627.88032448,4093.79281246,2833.87070626,2066.90358356,973.262741806,1786.90875466,950.762628926,782.723295495,667.285381348,430.57207498599996,496.700849657,jazz and blues
TRICXUZ128F931B453,39.816507438,-19.2368057851,-2.6212363636,15.9679033058,0.0723652893,3.2845363636,3.2460760331,6.5254991736,-3.3559289256000002,4.3118297520999995,-0.6718421487999999,7.8036785124,29.2286534252,2125.75044363,2735.18965282,2319.06478913,532.548180491,1498.4339127,580.619712239,746.1409066760001,240.32192967900002,392.90342602699997,448.52942418599997,193.134715038,jazz and blues
TRJACHH12903CF1B1A,44.1874901428,45.2604792658,-27.0780455472,25.461114208,-12.6709483345,-4.894292998,9.182267845,4.8844704283,1.3031454793000001,3.6459966010000002,5.4362345343,2.2702039429,27.083469337600004,2351.08454485,3543.49319711,1719.94470208,1406.74002947,1569.85697567,630.731770276,498.105656015,525.2010987580001,453.624089922,374.09630591300004,259.445268286,dance and electronica
TRWBOLP128E07845A7,41.4523973684,-56.8259342105,-1.9119513158,12.7481223684,15.763631578900002,-15.5152197368,-3.3613776316000004,-2.3687578947,7.7492078947000005,1.4238078947,6.5110605263,6.476352631599999,28.2332381447,2992.32841218,1962.41831261,2017.32820036,1099.59677161,1196.9499377,681.194757285,520.687166991,337.39882553,335.10792540799997,352.514145383,286.830757399,soul and reggae
TRPQMYY12903CEA782,41.7689737783,-67.6160631704,49.4520691299,4.8462288439,-4.0621549464,-13.9884517282,9.386368295599999,-1.1911036949,-7.201516090599999,-1.1971048868,2.6054982122,8.024140643600001,74.8403515535,7474.98994583,1987.65566025,854.7214795089999,991.1809095589999,626.911002381,978.3664786119999,507.812865585,491.279601709,337.399218885,183.32679646,463.506262941,dance and electronica
TRHDCNN128F425C95F,40.5788217562,31.6304521625,5.3094089122,11.9799528178,3.5362136304000003,-4.3424600262,-5.1673538663,3.4479711665,-5.933339449500001,3.5822437745999998,2.9968387942000003,7.706903014400001,39.4213831163,2902.79886547,2951.36298396,1904.76688589,1104.05672728,1197.12658889,856.4046900789999,616.966046356,549.1843384680001,445.932077107,289.08696513900003,446.757791582,soul and reggae
TREJJBK128F425B992,46.0817391304,92.063173913,33.8723391304,-7.6321652174,-63.7067391304,-19.7751130435,23.2364434783,14.469147826099999,-21.761817391300003,6.9021043478,-6.954739130399999,-8.073373913,44.338909253699995,578.601408857,327.952377163,526.052106451,548.072057654,409.13691001300003,166.62044096,171.71030330899998,133.405923436,175.566300198,218.55677299299998,110.581731347,punk
TRQELWT128F4288B6E,46.0416503252,-19.4573786893,35.0392186093,2.5402256128,-26.9578389195,-1.6627698849,1.3276483242000001,3.6238344172000003,9.8261645823,1.007068034,-1.6187258628999999,5.8405372686,28.3296928317,1701.79247311,1087.05555196,980.500874965,624.481535152,752.789983787,356.12396187300004,253.048145559,354.315957804,217.127764748,195.133683972,264.209157792,folk
TRPEDDB12903CDC5BE,33.9883452116,-45.102467706,-49.8943363029,-15.7763674833,23.381040089099997,-7.6134654788,-23.3947461024,-11.8888151448,1.7910512249000001,-3.6519710468,2.5906213809,17.4273986637,22.714324546799997,3612.81629404,1500.03874636,2155.44651972,853.633391393,1124.55330489,599.580163241,938.8416693089999,863.8361277460001,672.618296286,277.450233126,408.773341781,classic pop and rock
TRZXPZL128F933E218,51.7854041204,57.9256687797,10.1047290016,-13.1533391442,-48.3455641838,-22.6760063391,-2.2629825674,1.6340063391,16.629640253599998,8.6498811411,0.6700031696000001,5.0846957211,3.6769385641000003,400.858565556,478.96274760800003,578.435434823,165.328100043,614.495245518,263.989414001,134.97418083,127.37646534,109.162171284,98.5532389192,120.55271714,metal
TRSNTFI128F423F070,39.4717260504,-6.3257585434,-56.435264986,21.0943501401,7.278876190499999,0.150729972,2.6664078431,-0.9163495798000001,29.863480111999998,0.38051092439999995,0.051087395,-5.0551120448,20.8191308981,4746.93796961,2108.81010303,1981.92447131,887.0713153730001,1647.69075978,538.064834906,869.850136633,475.216282096,437.767576974,393.99166869199996,248.265215617,dance and electronica
TRAFAAS12903CF0BE2,43.507011889,47.265321004,4.1117992074,-1.9504531044,-30.221470277399998,-22.8844332893,8.4807239102,1.1402258917,9.804520475599999,7.6660449140999996,-1.1643672391,-9.3921743725,114.008488574,6927.71527894,2241.73584816,1077.48081644,1008.65831749,743.775547028,433.740823653,395.698181121,179.87994628400003,258.96283019599997,199.953843886,178.169872942,metal
TRAJOXE12903CB596B,42.9662294521,-37.3474589041,36.1898030822,-1.3952996575,5.5806489726,-6.7795547945,-11.1496284247,-14.503886986300001,7.7309126712000005,-6.0136729452,-1.065630137,-6.2504777397,13.564561628900002,1701.72745108,1429.05313833,964.802022443,883.5585844369999,665.962510096,729.964122316,434.56009240199995,379.42957969300005,324.05236194599996,176.552951641,350.565815489,classic pop and rock
TRMGWUU128F4295FE9,43.4334711896,37.5220492565,55.9663122677,7.8495799257,-37.83466171,-14.7072834572,3.6161189591000005,4.4498001859,-0.1532825279,-4.4750501859,4.4402221189999995,4.6887723048000005,22.3729724146,1188.67748404,998.992730291,389.33886244400003,453.288022988,269.19073027,319.379008385,227.52379450700002,160.162304017,138.783514479,101.578738935,202.542063312,classic pop and rock
TRHZEYK128F93020C1,54.3674511435,23.348012474,63.1962286902,4.2406320166,-7.5495051975,-20.0168316008,12.517043659,-4.2056735967000005,8.755035343,-4.9487609148,0.1472079002,7.0901496882,16.3777083432,1045.7942214,2162.5871344,499.62770181699995,186.740563377,235.635551067,159.613748408,229.49459980400002,128.120096658,165.586367729,124.79506794,120.756586073,punk
TRMBMEY128F422A061,19.9928324324,283.242967568,175.663248649,87.3640486486,-81.6338162162,44.0773675676,12.0477297297,-1.5522,-33.6260054054,-10.025027027,-8.205627027,-15.614778378399999,12.505975534100001,3170.10313431,1615.24281874,2670.66389832,1623.40186301,1378.02973217,1661.95311327,530.752516949,2186.83208497,503.580224902,733.690519023,1349.0235513,folk
TRVGKUV12903CC0A5D,24.6268012295,-61.9964098361,-70.886772541,-48.0927745902,51.171727458999996,-16.5839487705,-57.9110860656,6.2346823771,-5.7448463115,2.5231618853,1.8798073771000001,-0.0208442623,59.2762939666,5154.26907282,3287.78996974,2187.97549132,3597.36939283,713.0408212410001,1263.62322468,795.149002028,500.48004481,417.462098271,315.73922827,625.79939123,jazz and blues
TRXOBFT128F9315E7B,46.4091706847,55.9978625844,-10.6505901639,9.8583987464,11.0975221794,-17.250563163,-2.4144267117,-7.2010945034,0.1757748312,4.913208775299999,3.7772622951,-3.8616764706,23.0299292592,2049.71351472,1886.40225915,1055.18539527,919.320533705,797.366945065,534.803108266,382.87900678,449.22533368300003,318.315505003,210.487379738,274.585461213,dance and electronica
TRHRYSS12903CD4F21,37.1090813397,-32.7167607656,33.9400681818,17.3233409091,21.665562201,-2.7439401913999997,-7.910162679400001,-2.3661782297,18.1555669856,5.462111244,2.3808528708,13.739755980899998,15.732646758900001,1843.54641793,1650.82937962,1380.98832669,892.790055617,803.3388778289999,617.905921605,381.260507847,592.89621047,250.83158674,208.86945245599998,395.482231909,jazz and blues
TRSWIAU12903CB2A78,32.8330350554,-22.133,-26.5738210332,-20.7060839483,25.5840156827,-10.3197638376,-21.6405083026,-8.7034409594,0.0064686347,2.0487583026,-1.5444049816,14.1937001845,19.3144719582,1446.08985011,1170.52243999,961.6172852230001,1026.4272429999999,777.0537873430001,452.76411389599997,452.90790736300005,468.81707662400004,332.109028609,229.95066388700002,282.216548922,folk
TRVRZXQ128F92D5BC7,45.7476779661,8.0742937853,66.3260762712,1.3045988701,10.1212344633,-13.9663276836,-24.5335282486,-6.0968785311,11.169240112999999,4.4339322033999995,2.3323305085,17.070361581900002,20.879466478199998,1058.98706887,898.548496325,1234.04169978,315.769918366,381.571973678,574.893457944,287.00133735,219.083662674,203.851752713,118.24698256,246.103992813,classic pop and rock
TRIMGLP128F9352783,39.4327776413,-42.3832371007,-7.572972973,6.3843820639,-15.7502506143,-6.4962972973,-15.965479115499999,-23.669022113,11.4526154791,4.3137248157,2.6571142506,9.834097051599999,19.7408320525,2226.18117466,690.053552267,880.914600062,504.298918856,800.57156643,312.423836365,419.268919739,298.33070980400004,282.67951789,185.686566507,326.276549144,folk
TRZMQWG12903CC4532,33.4267330896,-74.6212870201,-0.2623272395,-18.9546270567,-10.9143638026,7.110201096900001,2.886250457,2.3907696527,8.5812925046,-1.3335740402,-6.9508080438999995,-0.8207001828,33.4782400567,2459.84145571,2898.76087002,2193.73169504,660.404307727,1081.69917714,742.7936168089999,403.65215453900004,508.517527805,330.478931952,483.755105888,353.02648866699997,folk
TRAJUCK128F14A26C8,42.8094859155,-13.0967985915,12.0669084507,0.0449507042,-15.0136394366,-6.909084507,7.4681873239,-9.639715492999999,7.8058366197,-2.4693352112999998,0.4985647887,2.7746873239,21.272163754,1089.32087258,1945.99057095,1174.00164493,789.576923205,681.550911272,755.7559384089999,399.75196402,357.50130088,265.974768755,247.20099200400003,217.59555227099997,folk
TRFYPLC128F14B080A,38.7833479532,-39.1350833333,16.5746798246,-26.1194707602,4.0899108187,-6.4621754386,-10.0654649123,1.5919400584999999,-5.244004386,-5.617387426900001,-2.6587119883000003,4.8179444444,32.858846013400004,3775.86373717,3158.64394744,2450.23814039,1234.25140164,681.995866879,849.512927313,545.66794377,444.74591273,411.62045115800004,346.818502062,328.46799062,folk
TRXSSXH128F428EF3A,47.3883723849,1.7191631799,32.8736499303,0.5131073919,-3.0094532776,-13.4088368201,0.8551478382,-4.5209079498,0.43896373780000003,-7.3671143654,1.7328842399000002,0.1275160391,29.882900429,922.059095068,942.891271472,699.723420408,649.178469754,619.083798959,255.157748709,264.648140396,362.548660236,227.78040995599997,185.289087835,214.65783960299999,classic pop and rock
TRWBNGI128F9338C16,45.5495563786,-51.2103876543,12.918126749,-0.0298436214,-17.2630658436,-25.2179547325,0.9839292181,-2.2050320988,3.1697613169,5.8853588477,5.424483950599999,3.7709687243,28.715649608099998,1554.47950467,1105.33505223,604.617223317,435.163795545,409.758575413,402.63517121300004,223.848374987,211.037164162,168.757346889,150.142641415,212.08272933900002,classic pop and rock
TRSHWNI128F92CFA30,45.9872210321,-62.0323378773,-4.7559386563,-5.9492843233,2.3321927946,0.8165355404000001,-11.3954449854,-6.9112726388,14.298442064300001,-5.3538588120999995,-0.7787049659,-4.168477117799999,20.483002923900003,1651.14541496,1854.7045957000003,1449.87873987,1174.89780581,1000.30524885,396.71853397800004,537.957031945,486.20525586900004,389.36516268599996,312.90585362,289.57513009400003,classic pop and rock
